Author	Rating	Review	Restaurant	Location
Alice Law	1	Ordered Cappuccino... Overwhelmingly bitter without punch. 1 star for the quaint and good ambience.	Burps & Giggles	Ipoh
khanhtrang letran	5	It is a Vintage cafe, look quite special and have a nice food.	Burps & Giggles	Ipoh
Kok Tung Lee	3	Breakfast can be improved as i find that there are not much variety there.	Burps & Giggles	Ipoh
Agnieszka Wilk	5	Great Cafe, food is very tasty, fresh juces. Great vibes <3	Burps & Giggles	Ipoh
Tom Phan	1	Come here only if you want to post Instagram photo, the food and drinks are totally not worth it, long waiting time, overpriced and normal taste	Burps & Giggles	Ipoh
Paul Lee	1	Out of tiredness I went there. It was not a nice nor relaxing place. Food was not good too. Overall rating 1/5.	Burps & Giggles	Ipoh
Justin Wong	5	Awesome chill out vintage place, wholesome foods(^^). Good coffee	Burps & Giggles	Ipoh
Leni Marlene	5	Very Nice Place with good coffee, and the Avocado Sandwich was great.	Burps & Giggles	Ipoh
SV Singam	3	Interesting cozy venue, chairs not very comfortable, food variety was OK but nothing exceptional.	Burps & Giggles	Ipoh
Lee Wai Keong	4	Ambience and service are superb. Menu need more variations. Then it would be perfect.	Burps & Giggles	Ipoh
Steve	5	Went for coffee and juice. Great atmosphere, very funky and lovely staff	Burps & Giggles	Ipoh
Samantha Green Aquino	5	Try the local ice cream flavors! Love the design  inside and outside the cafe.	Burps & Giggles	Ipoh
IdaYaya. DDC	4	Instagram worthy place, and the price is standard price for 'hipster cafe' (overpriced).	Burps & Giggles	Ipoh
Matthew Rafat	3	Overrated but not bad. If you like sweet, try white coffee.	Burps & Giggles	Ipoh
June July	3	Ice Latte was ok.Coconut/double choc ice cream was good.	Burps & Giggles	Ipoh
Iqbal Ikhwan	5	Great coffee and great ambiance. Coffee is quite strong though.	Burps & Giggles	Ipoh
å…´å“¥Heng Gor	3	Interior decor is a bit unique. Coffee not bad.	Burps & Giggles	Ipoh
Cheng hu Chan	2	Place is nice but food expensive and not very tasty.	Burps & Giggles	Ipoh
faatih imraan	5	If you're tryna find a good coffee shop, come here	Burps & Giggles	Ipoh
Vicki Too	5	Comfortable with here	Burps & Giggles	Ipoh
arielle ;	4	A little overpriced.. Overall good coffee	Burps & Giggles	Ipoh
leon cornelious	5	Nice ambient cafe with good food and great service	Burps & Giggles	Ipoh
Chris Khik	1	small portions, mediocre taste and overpriced. Not worth it,please dont bother	Burps & Giggles	Ipoh
Joel Lee	5	Pretty chill place, great interiors, good food.	Burps & Giggles	Ipoh
Anika Jani	4	Rustic feel! Lovely place! Coffee is good!	Burps & Giggles	Ipoh
T Y	4	The ice cream and cake is ok, abit sweet.	Burps & Giggles	Ipoh
Joanna Dianti	2	Cake tak senonoh, not worth the price you pay	Burps & Giggles	Ipoh
Steven Vooi	4	The vibe is nice. Great place and comfortable	Burps & Giggles	Ipoh
Hafiz Kakashi	3	Hipster cafe, quite pricey, but nice ambient	Burps & Giggles	Ipoh
Ratiry yan	4	Great burger and ambience!! Price reasonable price too!	Burps & Giggles	Ipoh
Yuen Kamlan	5	Nice food,  good service and conducive setting	Burps & Giggles	Ipoh
Kheeyien Chan	3	Very nice environment but food is average	Burps & Giggles	Ipoh
Kenneth Boey	4	Good desserts and coffee with an antique heavy decor	Burps & Giggles	Ipoh
Normy yacob	4	Good cheese Cake and special brew coffee	Burps & Giggles	Ipoh
Carl Gruenenfelder	4	A fun place to take a break while exploring Ipoh.	Burps & Giggles	Ipoh
c k wong	4	Change owner but food still good and the environment still comfortable! ðŸ”ðŸ”ðŸ‘ðŸ‘ðŸ˜€ðŸ˜€	Burps & Giggles	Ipoh
Mei Yee Lee	4	Cosy little cafe. Serves awesome cendol gelato!	Burps & Giggles	Ipoh
Azman Samer	4	awesome place to chill	Burps & Giggles	Ipoh
ç”Ÿæ´»ç‚¹æ»´å»–å¸«å¥¶	5	high quality definitely will recommend friends to try	Burps & Giggles	Ipoh
See Yee Lo	2	No value for money and less varieties of food	Burps & Giggles	Ipoh
Norbert KorczyÅ„ski	5	Great place to have a breakfast!	Burps & Giggles	Ipoh
Muhamad Md Haris	1	Expensive for a rusty decorated cafe.	Burps & Giggles	Ipoh
Livia Tan	5	Nice ambience, good coffee.	Burps & Giggles	Ipoh
Justin Wong	5	Cool contemporary, nice crafted coffee	Burps & Giggles	Ipoh
farris baharom	5	Unbelievably awesome service. Cosy decor.	Burps & Giggles	Ipoh
Ooi Yik Khai	5	Cozy and unique place to hangout with friends	Burps & Giggles	Ipoh
Joanne Soong	2	Noticed less cakes and pastries choices	Burps & Giggles	Ipoh
Jeff	4	Cool place to rest, antique decorations	Burps & Giggles	Ipoh
Anna Wood	5	Their brownie volcano is superb	Burps & Giggles	Ipoh
SELVARAJU PONNUSAMY	4	My daughter's like this place ..been here twice	Burps & Giggles	Ipoh
ìœ ë¦¬ì´	5	Good white coffee.	Burps & Giggles	Ipoh
Chow Foong Phan	4	Great place to eat and relax	Burps & Giggles	Ipoh
Boon Kit	4	Nice cafe	Burps & Giggles	Ipoh
zachary fawcett	4	Nice coffee and atmosphere	Burps & Giggles	Ipoh
Hui-Xin Tan	2	Slow service, meh burger.	Burps & Giggles	Ipoh
Hanna Razif	4	try the jackfruit gelato!	Burps & Giggles	Ipoh
Indra Muthalib	3	Authentic cafe.	Burps & Giggles	Ipoh
Mohd Anwar Mohd Nasir	3	Hipster and food was ok.	Burps & Giggles	Ipoh
Yew Sunny	1	Malays also eat there	Burps & Giggles	Ipoh
Michelle	4	Nice coffee joint.	Burps & Giggles	Ipoh
Tham kean siong	5	Nice place for breakfast	Burps & Giggles	Ipoh
Somash R	5	Love their food ..	Burps & Giggles	Ipoh
Eddie See	4	Good for blowing water.	Burps & Giggles	Ipoh
Thang Chris	4	Nice good ambiance	Burps & Giggles	Ipoh
Asmara Pilu	4	Verry nice place and food	Burps & Giggles	Ipoh
Nurshariman Saaidin	3	Plan B better	Burps & Giggles	Ipoh
Ryan Tay	5	Very nice environment	Burps & Giggles	Ipoh
David Dukker	4	Try the Ipoh coffee	Burps & Giggles	Ipoh
Abdul Majed	1	Restaurant is closed	Burps & Giggles	Ipoh
Ms Noor	5	Very nice place.. ðŸ’“	Burps & Giggles	Ipoh
See Khing NG	4	Old charm cafe.	Burps & Giggles	Ipoh
Dr Zainuddin Harun	4	Good drink	Burps & Giggles	Ipoh
Roxane	4	Cute	Burps & Giggles	Ipoh
D Wind	3	Average	Burps & Giggles	Ipoh
Alwi Abdul Razak	5	Funky decor	Burps & Giggles	Ipoh
Emily Sit	5	GREAT COFFEE!!!!	Burps & Giggles	Ipoh
John Ahiezer Teh	3	Too hard to find	Burps & Giggles	Ipoh
Raj Paramjothy	4	food is good	Burps & Giggles	Ipoh
Sapt Pisces	5	Instagramworth~!!!	Burps & Giggles	Ipoh
Jac HY	4	Quiet place	Burps & Giggles	Ipoh
Stephan Sievers (TIREPRINTS)	5	Great cafe with breakfast. Very nicely decorated and delicious, generous croques, cornflakes in a huge selection and very nice service.	Burps & Giggles	Ipoh
Arnaud Guepet	5	Super nice restaurant atypical decoration, retro music, excellent coconut ice cream	Burps & Giggles	Ipoh
YS WONG	5	Great theme concept and environment, the coffee is delicious, very retro, very Ipoh, very Australian.	Burps & Giggles	Ipoh
YL Tam	2	Very old shophouses with outdated interior design can be regarded as fashionable and old (trend) now. . There is also a very old smell (not good smell). . But the business is pretty good.. The food is okay. . The	Burps & Giggles	Ipoh
literallyluisa	4	Very nice restaurant. You have a good selection of drinks (tea, coffee, juices, ...). The food is very good. Still slightly expensive unlike other restaurants.	Burps & Giggles	Ipoh
Asu Wini	5	Must try - Cempedak Gelato!	Burps & Giggles	Ipoh
Delphine P	5	good food great coffee, thank you boss for recommendation :)	Burps & Giggles	Ipoh
Matthias De Luca	4	Great atmosphere, delicious breakfast and great white coffee	Burps & Giggles	Ipoh
Wong Yun Jing Wong	2	Can we have a birthday party here?	Burps & Giggles	Ipoh
Joanna Marie Reg	4	Will I repeat order? Maybe next year.One of the famous salted chicken in Ipoh. It was okay, overall. Packed	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Dr. Tan Wai Hong	5	We saw a very long queue waiting to purchase their highly popular salted chicken. We bought one first and another one the next day for its irresistible scrumptiousness. We would come and buy again the next time we visit Ipoh.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
TL Ang	5	So call the pioneer in the salted chiken. Price even chesper than the stall near the food street. Well packing. Tou can eat right away with heated version and they served frozen version with vacumn pack. You can just being back home to heat	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Skilgannon K	5	Interesting place tbh with the Japanese style deco. Outside you have the Initial D famous AE86 car to take pictures with.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Andrew Chan (www.roadtrippers.asia)	4	Delicious Salt Baked Chicken .. comes both fresh and frozen at RM23 per bird. I got the fresh one for myself and 2 frozen birds for my friends .. all of us loved it .. taste good with the herb seasoning and not too salty.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Calvin	4	The famous one with the only Salted Chicken located at Theater Street, Taman Jubilee, Ipoh, Malaysia. The salted chicken was marinated with numbers of herbs & spices and then wrapped with the paper and later put in the big wok to bake with full of rock salt. The salted chicken taste was  perfect & juicy, rich in Angelica herbs aroma.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Jackie Lee	4	The chicken is herbally cooked, and sprinkled with salt. It tasted good. but cannot eat too much coz abit salty for me.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Justin L	3	The chicken is moist and nice! RM28 per chicken. Dropped by twice to buy some chicken back. First time, it came in a box. However the second purchase, the chicken didn't come in a box so the liquid was dripping through the paper bag onto my carpet. How very inconvenient.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Ciaara T. Paen	5	Hot, fresh and queue was long. Good thing the staff came to update us 30 minutes wait so we can decide to wait or go off. The wait was due to a fresh batch of chicken being newly put into oven. (previous batches sold off already). RM 26 per bird,  worth the wait.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
EK T	3	Was introduced to it by friends,  bot a chicken to try. Didnt think very much of it, nothing special. While the chicken was nice and tender, the herbal taste was mild, and not very tasty or even salty. I wonder what is the rage over it. They could probably enhanced it and sell some special chili or sweet sauce to go with it.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Julie â€œJuliePâ€ Pan	4	The amount of chickens wrapped in paper bags easily came to a hundred on the countertop, prepped for takeaway. Wow. Very efficient.There is no menu. Just herbal chicken to takeaway.Quite salty for our taste. Size of chicken quite small for RM26.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Verniss Yee	4	Quality and taste still keep. They even upgraded the packaging as in they provide easy hand carry paper bag with nice design as well which suitable as gift.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Anna Wong	1	Used to be my fav salted chicken. The freshness of the chicken & aromatic herbs are plus points. But after today's purchase, very disappointed. Firstly, d price has increased drastically just over a few months (now RM30). Secondly, chicken	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Tony Choong	2	Went to buy 3 chickens Mar. Was charged  $30 per chicken . Taste is medicinely, herb taste is really strong, today strong to my liking. The saltiness is ok.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Arief Widodo	5	Located at Theater Street, Taman Jubilee, Ipoh, Malaysia. The famous one with the only Salted Chicken. This chicken is wraped with paper, then put in the big wook with full of rock salt. Cook for estimate 1 hour. The taste was so perfect, rich in Aroma. Originaly Ipoh!	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Metzler Chong	5	Delicious Ayam Garam. I have bought over 50 plus. Taste good. If you dont believe, why not give a try?	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Marc Menz	5	Incredible. Unbelievable, possibly some of the best chicken Iâ€™ve ever had. That caramel vanilla smell of the salt is out of this world. The chicken is free range and tiny, and stays warm for a long time after leaving. Worth coming to Ipoh just for this chicken. Donâ€™t miss it	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Freddy Kua	4	Finally got chance to try this famous Ayam Garam (Salt roasted chicken). It is not a restaurant so have to take away and eat it at hotel. The taste was excellent and the meat juicy. Good to go with a can of beer (or two!). Itâ€™s still good even not piping hot. Guess it would be even better when heated up. Nice!	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Pat Beck	5	The salt chicken for 19 MYR is worth every cent. The organic, free-range chicken is succulent and incredibly juicy. The juices trapped by the paper it is cooked in can be salty on their own however. This is a truly delicious preparation	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Selva Kumaran	4	Was introduced to me by my friend, so tried one chicken. It's a very well cooked n tender meat. The tastes are both salty n full of herbs.	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
DR. ALVIN TUNG	5	This is an Ipoh institution with a cult-like following. I am one of them! Best salt roasted chicken I have ever had.  I especially love the herbal flavour. I get one at least every time I am in town. Just as good for dinner as it is on its own!	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
andrew wong	4	One of the famous food you can get in Ipoh is salt-baked chicken. The ultimate place to get one is no farther than Aun Kheng Lim (å®´ç¼æž—ç›ç„—é¸¡) (Main Branch) in new town. Chicken flesh is well cooked, tender and of the right fragrant saltish	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
Fred Contacts	4	Famous way of cooking chicken using salt originated from Ipoh. There are some herbs on top of salt where it is marinated and baked to perfection. It is probably too salty to be eaten alone, but  goes well with rice. This shop is mainly for	Ayam Garam Aun Kheng Lim (Main Branch)	Ipoh
